filtre;APP_Libelle_activite_etablissement;APP_Libelle_etablissement;ods_adresse;Code_postal;Libelle_commune;Synthese_eval_sanit;geores;SIRET;Date_inspection;Numero_inspection;Agrement;ods_type_activite
Restaurant;Restaurant;CHEZ MME VAN DE WALLE JESSICA;120 RUE ANDRE NADAL;30000;Nîmes;Très satisfaisant;43.117062, 3.10474;51302867000026;2019-07-19T02:00:00+02:00;19-067557-1;;Autres
Restaurant;Restaurant;YUAN FA;20 RUE DES PLANTES;75014;Paris 14e  Arrondissement;Satisfaisant;48.831244, 2.324052;80338018700010;2018-12-20T01:00:00+01:00;18-093518-1;;Autres
Restaurant;Restaurant;GASPARD - ALIGRE;26 RUE DE COTTE;75012;Paris 12e  Arrondissement;Très satisfaisant;48.850311, 2.378371;81983370800012;2019-02-13T01:00:00+01:00;19-013938-1;;Autres
Restaurant;Restaurant;IND'E MA !;64 CRS NAPOLEON;20000;Ajaccio;Très satisfaisant;41.924724, 8.738257;84107371100019;2019-01-14T01:00:00+01:00;19-001809-1;;Autres
Restaurant;Restaurant;O ATLANTICO;313 RUE DE CHARENTON;75012;Paris 12e  Arrondissement;Satisfaisant;48.833774, 2.39492;50038540600029;2019-06-03T02:00:00+02:00;19-049815-1;;Autres
Restaurant;Restaurant;ISTANBUL KEBAB;ISTANBUL KEBAB;14790;Verson;Satisfaisant;49.156999, -0.448993;78883825800010;2018-10-02T02:00:00+02:00;18-077060-1;;Autres
Restaurant;Restaurant;SOON GRILL;78 RUE DES TOURNELLES;75003;Paris 3e  Arrondissement;Satisfaisant;48.858154, 2.36729;79941413100018;2018-12-07T01:00:00+01:00;18-091858-1;;Autres
Restaurant;Restaurant;LE RABELAIS;55 route de genève;89100;Malay-le-Petit;Très satisfaisant;48.172748, 3.384039;49183652400018;2018-10-23T02:00:00+02:00;18-002620-1;;Autres
Restaurant;Restaurant;RISTORANTE LA MARINA;8 RUE DU CHATEAU LANDON;75010;Paris 10e  Arrondissement;Satisfaisant;48.879938, 2.362413;82931467300015;2019-02-06T01:00:00+01:00;19-009199-1;;Autres
Restaurant;Restaurant;CROC'FRIT;1 A RUE DE DENAIN;59282;Douchy-les-Mines;Très satisfaisant;50.308257, 3.383149;42066938400026;2018-11-09T01:00:00+01:00;18-083521-1;;Autres
Restaurant;Restaurant;PILE-POELE;CHEMIN DES LONES;83570;Carcès;Satisfaisant;43.477535, 6.182569;50464656300016;2018-10-05T02:00:00+02:00;18-078758-1;;Autres
Restaurant;Restaurant;STE HOTELIERE DE LORRAINE - HOTEL RESTAURANT ARIANE;10, rue de la Saône;54520;Laxou;Satisfaisant;48.696355, 6.131923;77380044600017;2019-03-28T01:00:00+01:00;19-031050-1;;Autres
Restaurant;Restaurant;LE FAUBOURG;87 AV LEDRU ROLLIN;75012;Paris 12e  Arrondissement;Très satisfaisant;48.851185, 2.375813;81195084900018;2019-05-02T02:00:00+02:00;19-041834-1;;Autres
Restaurant;Restaurant;LE LAGON BLEU;RUE DU WADON;02210;Latilly;Satisfaisant;49.155835, 3.309223;48767084600012;2019-04-09T02:00:00+02:00;18-097064-1;;Autres
Restaurant;Restaurant;CHICH'ART;6 BD PASTEUR;75015;Paris 15e  Arrondissement;Très satisfaisant;48.844629, 2.310803;84150300600014;2019-07-16T02:00:00+02:00;19-065930-1;;Autres
Restaurant;Restaurant;SEBELI;70 BOULEVARD AUGUSTE BLANQUI;75013;Paris 13e  Arrondissement;Satisfaisant;48.830321, 2.347735;47947277100019;2018-10-17T02:00:00+02:00;18-078593-1;;Autres
Restaurant;Restaurant;CHEZ GEGENE;Route de Vaison;84850;Travaillan;Très satisfaisant;44.183413, 4.904059;45374239700012;2019-05-28T02:00:00+02:00;19-049587-1;;Autres
Restaurant;Restaurant;LE PHOEBUS;13 T RUE FORAN;17390;La Tremblade;Satisfaisant;45.768901, -1.140432;79344095900013;2019-07-31T02:00:00+02:00;19-070132-1;;Autres
Restaurant;Restaurant;NEW DYNASTIE;89 RUE DE L OURCQ;75019;Paris 19e  Arrondissement;Satisfaisant;48.893231, 2.377066;80108973100013;2019-02-28T01:00:00+01:00;18-096487-1;;Autres
Restaurant;Restaurant;PAUL ET RIMBAUD;40 RUE SEDAINE;75011;Paris 11e  Arrondissement;Très satisfaisant;48.856882, 2.374653;83290970900012;2019-02-20T01:00:00+01:00;19-016660-1;;Autres
Restaurant;Restaurant;PACHA KEBAB;47 AV JEAN JAURES;26600;Tain-l'Hermitage;A améliorer;45.070298, 4.837866;82081522300012;2019-06-11T02:00:00+02:00;19-053845-1;;Autres
Restaurant;Restaurant;L'INEDIT CAFE;4 RUE TAINE;75012;Paris 12e  Arrondissement;Satisfaisant;48.837567, 2.391821;84042249700015;2019-05-20T02:00:00+02:00;19-047358-1;;Autres
Restaurant;Restaurant;KHAO THAI;13 RUE DAUPHINE;75006;Paris 6e  Arrondissement;Très satisfaisant;48.855637, 2.340196;53142656700016;2019-07-11T02:00:00+02:00;19-063465-1;;Autres
Restaurant;Restaurant;CRISALYS;9 RUE DE LA MEDITERRANEE;34140;Mèze;Très satisfaisant;43.422222, 3.602923;79411393600023;2019-08-02T02:00:00+02:00;19-018056-1;;Autres
Restaurant;Restaurant;KARACA YASAR;47 RUE COUESNON;50170;Pontorson;Très satisfaisant;48.553104, -1.509681;50052658700026;2018-08-30T02:00:00+02:00;18-068506-1;;Autres
Restaurant;Restaurant;HOTEL - RESTAURANT LE ROND POINT;RN7 LES GRES;26290;Donzère;Satisfaisant;44.436906, 4.713388;49053797400019;2018-11-08T01:00:00+01:00;18-083350-1;;Autres
Restaurant;Restaurant;CHEZ MEME;17 AVENUE PHILIPPE AUGUSTE;75011;Paris;Satisfaisant;48.850518, 2.394354;79407667900016;2019-05-21T02:00:00+02:00;19-046124-1;;Autres
Restaurant;Restaurant;DELICATESSEN;16 RUE DE LA REPUBLIQUE;37600;Loches;Satisfaisant;47.128851, 0.997948;75115208300018;2018-08-28T02:00:00+02:00;18-066750-1;;Autres
Restaurant;Restaurant;WILD AND THE MOON;138 RUE AMELOT;75011;Paris 11e  Arrondissement;Satisfaisant;48.865147, 2.366506;83905364200022;2019-05-13T02:00:00+02:00;19-043596-1;;Autres
Restaurant;Restaurant;STEFANO;19 RUE DELAMBRE;75014;Paris 14e  Arrondissement;Satisfaisant;48.84157, 2.327426;48320491300022;2018-12-03T01:00:00+01:00;18-088739-1;;Autres
Restaurant;Restaurant;LAON FUTSAL INDOOR;RUE JEAN JAURES;02000;Chambry;Très satisfaisant;49.591243, 3.654794;80115891600016;2019-02-06T01:00:00+01:00;19-009540-1;;Autres
Restaurant;Restaurant;AU CONCERT;13 QUAI LUSIGNAN;47600;Nérac;Très satisfaisant;44.138109, 0.340704;80529961700011;2018-12-13T01:00:00+01:00;18-093088-1;;Autres
Restaurant;Restaurant;CHEZ PIERROT;90 BD BRUNE;75014;Paris 14e  Arrondissement;Satisfaisant;48.825078, 2.316474;84849671700010;2019-02-28T01:00:00+01:00;19-023156-1;;Autres
Restaurant;Restaurant;CREPERIE ROZELLIANDE;10 RUE DU PAYS DE RETZ;44860;Pont-Saint-Martin;Très satisfaisant;47.1232, -1.584549;83408312300010;2019-05-28T02:00:00+02:00;19-048421-1;;Autres
Restaurant;Restaurant;LE CV;112 AVENUE EMILE COSSONNEAU;93160;Noisy-le-Grand;Satisfaisant;48.849328, 2.567127;83364938700010;2019-04-10T02:00:00+02:00;19-035306-1;;Autres
Restaurant;Restaurant;KIMSHI;5 RUE DES HALLES;91350;Grigny;Satisfaisant;48.669949, 2.393909;79498595200017;2018-09-07T02:00:00+02:00;18-072389-1;;Autres
Restaurant;Restaurant;SODIBEL Cafétéria Rond Point;ROUTE DU PHARE;97200;Fort-de-France;Satisfaisant;14.605714, -61.087274;33490088300029;2019-03-14T01:00:00+01:00;18-085036-1;;Autres
Restaurant;Restaurant;COMPTOIRS ET COMPAGNIES;3 RUE EMILE DUPLOYE;33000;Bordeaux;Satisfaisant;44.840461, -0.569487;83320109800039;2019-06-22T02:00:00+02:00;19-058582-1;;Autres
Restaurant;Restaurant;TANTE FRANCINE;Carrefour des 6 chiens, Route des Loges;78100;Saint-Germain-en-Laye;Très satisfaisant;48.902674, 2.093569;32974445200023;2019-08-07T02:00:00+02:00;19-073277-1;;Autres
Restaurant;Restaurant;EXPRESS BAR;31 RUE SAINT MAUR;75011;Paris 11e  Arrondissement;Satisfaisant;48.860914, 2.381205;48145645700029;2019-01-24T01:00:00+01:00;19-004553-1;;Autres
Restaurant;Restaurant;CHEZ HAMADI;12 RUE BOUTEBRIE;75005;Paris 5e  Arrondissement;Satisfaisant;48.851376, 2.344542;75400446300024;2019-07-09T02:00:00+02:00;19-063278-1;;Autres
Restaurant;Restaurant;O'MALO;24 RUE MATHIAS GRUNEWALD;68200;Mulhouse;Satisfaisant;47.737319, 7.298117;51897353200022;2018-10-18T02:00:00+02:00;18-078939-1;;Autres
Restaurant;Restaurant;LA PIROGUE;2 rue Eric TABARLY;34110;Frontignan;Très satisfaisant;43.444228, 3.798464;50141706700029;2019-07-19T02:00:00+02:00;19-067085-1;;Autres
Restaurant;Restaurant;BACAR AKBAR-ANLI;117 RUE MRONI BABASAFI;97625;Kani-Kéli;Satisfaisant;-12.969346, 45.127132;82972493900014;2019-03-19T01:00:00+01:00;19-020433-1;;Autres
Restaurant;Restaurant;CHEZ MAMAN;14 RUE LOUISE MICHEL;94600;Choisy-le-Roi;Satisfaisant;48.765813, 2.405267;81397754300012;2019-05-22T02:00:00+02:00;19-047045-1;;Autres
Restaurant;Restaurant;FRUITS ET BASILIC;11 RUE JEAN GIRAUDOUX;75116;Paris 16e  Arrondissement;Satisfaisant;48.871077, 2.295829;81776215600013;2019-01-22T01:00:00+01:00;19-003744-1;;Autres
Restaurant;Restaurant;MOKKA;30 AVENUE D ITALIE;75013;Paris 13e  Arrondissement;Satisfaisant;48.827585, 2.353986;82801662600016;2019-01-31T01:00:00+01:00;19-022264-1;;Autres
Restaurant;Restaurant;LA PIAZETTA;1 RUE BREA;75006;Paris 6e  Arrondissement;Satisfaisant;48.843774, 2.330555;84002177800013;2019-07-01T02:00:00+02:00;19-062013-1;;Autres
Restaurant;Restaurant;MY CANH;16 RUE VOLTA;75003;Paris 3e  Arrondissement;Très satisfaisant;48.864912, 2.357009;79394591600013;2019-01-07T01:00:00+01:00;19-000530-1;;Autres
Restaurant;Restaurant;H BURGER;244 ALLEE DE MONTFERMEIL;93220;Gagny;Satisfaisant;48.898919, 2.545163;82928706900019;2019-04-24T02:00:00+02:00;19-039241-1;;Autres
Restaurant;Restaurant;BRASSERIE GLACIER L'OCEAN;Quai du Port;13960;Sausset-les-Pins;Très satisfaisant;43.330938, 5.108655;42332846700018;2018-12-11T01:00:00+01:00;18-090640-1;;Autres
Restaurant;Restaurant;LA COMTESSE;42 RTE D HEYRIEUX;69800;Saint-Priest;Satisfaisant;45.687711, 4.94271;48286069900016;2019-02-27T01:00:00+01:00;18-096514-1;;Autres
Restaurant;Restaurant;TABAC DE LA NAVIGATION;3 BOULEVARD MORLAND;75004;Paris 4e  Arrondissement;Très satisfaisant;48.847709, 2.364989;82452386400018;2019-02-04T01:00:00+01:00;19-010285-1;;Autres
Restaurant;Restaurant;XTREME;5 impasse Copernic;66700;Argelès-sur-Mer;Satisfaisant;42.57679, 3.035951;81497851600015;2019-07-09T02:00:00+02:00;19-018917-1;;Autres
Restaurant;Restaurant;BISTROT A TABLE;6, Rue d'Estaing;63000;Clermont-Ferrand;Satisfaisant;45.771622, 3.080127;84461253100013;2019-01-16T01:00:00+01:00;19-002767-1;;Autres
Restaurant;Restaurant;L'ENVOL 2;12 RUE NEUVE TOLBIAC;75013;Paris;Satisfaisant;48.831872, 2.378738;84190041800010;2019-02-20T01:00:00+01:00;19-016793-1;;Autres
Restaurant;Restaurant;BUSRA;54 BD MAGENTA;75010;Paris 10e  Arrondissement;Satisfaisant;48.873328, 2.358939;48012806500012;2019-01-14T01:00:00+01:00;19-001857-1;;Autres
Restaurant;Restaurant;CARNEL CREPES;7 RUE DE CARNEL;56100;Lorient;Très satisfaisant;47.739725, -3.368955;44756771000010;2019-03-22T01:00:00+01:00;19-000852-1;;Autres
Restaurant;Restaurant;VP;Domaine Terra Vecchia;20270;Tallone;Très satisfaisant;42.168763, 9.479717;82102198700010;2019-07-10T02:00:00+02:00;19-062921-1;;Autres
Restaurant;Restaurant;LE COSI FAN TUTTE;2 PLACE DE L HOTEL DE VILLE;09340;Verniolle;Satisfaisant;43.08137, 1.649578;83278475500015;2019-06-19T02:00:00+02:00;19-019395-1;;Autres
Restaurant;Restaurant;LA VALLIERE;LE VILLAGE;06470;Saint-Martin-d'Entraunes;A améliorer;44.154638, 6.768571;45224200100017;2019-06-13T02:00:00+02:00;19-053378-1;;Autres
Restaurant;Restaurant;LA POTINIERE;LA POTINIERE;14570;Clécy;Satisfaisant;48.910072, -0.49133;80007874300013;2019-06-06T02:00:00+02:00;18-097448-1;;Autres
Restaurant;Restaurant;SUSHI WEST;1 RUE JOUFFROY D'ABBANS;75017;Paris 17e  Arrondissement;Satisfaisant;48.887086, 2.313442;53524722500019;2019-01-28T01:00:00+01:00;19-005902-1;;Autres
Restaurant;Restaurant;EL BARRIO;9 RUE BEAUREGARD;75002;Paris 2e  Arrondissement;Satisfaisant;48.869289, 2.348803;83282066600010;2018-09-14T02:00:00+02:00;18-069988-1;;Autres
Restaurant;Restaurant;LA MARINE;BAYE;58110;Bazolles;Satisfaisant;47.162246, 3.621298;79931732600012;2019-07-11T02:00:00+02:00;19-064025-1;;Autres
Restaurant;Restaurant;OTARIE;57 RUE CUVIER;75005;Paris 5e  Arrondissement;Très satisfaisant;48.843834, 2.355199;35252165200128;2019-04-26T02:00:00+02:00;19-042668-1;;Autres
Restaurant;Restaurant;LE CHALET DU LAC;LE CHALET DU LAC;73100;Aix-les-Bains;Satisfaisant;45.703618, 5.885381;79754055600017;2019-04-10T02:00:00+02:00;19-035732-1;;Autres
Restaurant;Restaurant;RESTAURANT HELL'S CHICKEN;3 RUE MANDAR;75002;Paris 2e  Arrondissement;Satisfaisant;48.865547, 2.346414;84850952700026;2019-06-06T02:00:00+02:00;19-050873-1;;Autres
Restaurant;Restaurant;MOLTO GUSTO;111 RUE DU CHEVALERET;75013;Paris 13e  Arrondissement;Satisfaisant;48.831143, 2.373939;48109441500017;2018-08-27T02:00:00+02:00;18-075900-1;;Autres
Restaurant;Restaurant;LE CYRNOS;62 RUE TRACHEL;06000;Nice;Satisfaisant;43.705908, 7.256393;33343749900051;2019-03-04T01:00:00+01:00;18-096562-1;;Autres
Restaurant;Restaurant;LINA'S HAUSSMANN;2 BOULEVARD HAUSSMANN;75009;Paris 9e  Arrondissement;Satisfaisant;48.872183, 2.33976;82104373400010;2018-11-19T01:00:00+01:00;18-085612-1;;Autres
Restaurant;Restaurant;MOULIN DE LA TOUR;RUE DE LA TOUR;62560;Dennebroeucq;Satisfaisant;50.57104, 2.153047;32881577400018;2019-07-08T02:00:00+02:00;19-062610-1;;Autres
Restaurant;Restaurant;JINCHAN SHOKUDO;154 RUE DU FBG ST ANTOINE;75012;Paris 12e  Arrondissement;Satisfaisant;48.850335, 2.380468;84309468100023;2019-06-14T02:00:00+02:00;19-056038-1;;Autres
Restaurant;Restaurant;BUZA;10 RUE DES ACACIAS;75017;Paris 17e  Arrondissement;Satisfaisant;48.876227, 2.290164;83363478500012;2019-03-22T01:00:00+01:00;19-029532-1;;Autres
Restaurant;Restaurant;ONI;3 RUE CRESPIN DU GAST;75011;Paris 11e  Arrondissement;Satisfaisant;48.86634, 2.381585;83944812300027;2018-10-17T02:00:00+02:00;18-078618-1;;Autres
Restaurant;Restaurant;BAHN ME TENDER;38 RUE DU FAUBOURG DU TEMPLE;75011;Paris 11e  Arrondissement;Satisfaisant;48.869125, 2.368651;81231551300018;2019-04-09T02:00:00+02:00;19-034709-1;;Autres
Restaurant;Restaurant;AGOSTINI THOMAS;14 RUE DU NORD;57050;Le Ban-Saint-Martin;Satisfaisant;49.124931, 6.151552;84210993600018;2019-02-12T01:00:00+01:00;19-011442-1;;Autres
Restaurant;Restaurant;CHEZ YLAN;23 RUE LIANCOURT;75014;Paris 14e  Arrondissement;Très satisfaisant;48.833907, 2.326999;80750546600019;2018-12-13T01:00:00+01:00;18-093511-1;;Autres
Restaurant;Restaurant;LA BODEGA CAMBRONNE;37 RUE CAMBRONNE;75015;Paris 15e  Arrondissement;Très satisfaisant;48.845285, 2.302191;53951759900012;2018-12-06T01:00:00+01:00;18-089882-1;;Autres
Restaurant;Restaurant;LA PUYFOLAISE DE RESTAURATION D323;LE GRAND PARCOURS;85590;Les Epesses;Satisfaisant;46.919017, -0.81538;84256815600025;2019-07-10T02:00:00+02:00;19-063943-1;;Autres
Restaurant;Restaurant;SUSHIJO;SUSHIJO;31120;Roques;Satisfaisant;43.509717, 1.375582;53127400900012;2018-10-09T02:00:00+02:00;18-076732-1;;Autres
Restaurant;Restaurant;ADANA;197 RUE DE CRIMEE;75019;Paris 19e  Arrondissement;Satisfaisant;48.891314, 2.375833;48220681000012;2018-10-24T02:00:00+02:00;18-080127-1;;Autres
Restaurant;Restaurant;KRUGEN;58 RUE DE LA FONTAINE AU ROI;75011;Paris 11e  Arrondissement;Satisfaisant;48.868128, 2.373861;81188965800019;2019-03-20T01:00:00+01:00;19-028312-1;;Autres
Restaurant;Restaurant;BLANKOK BURGER;177 RUE MAXIME GORKI;93150;Le Blanc-Mesnil;Satisfaisant;48.945314, 2.451383;84048628600015;2019-01-17T01:00:00+01:00;19-002589-1;;Autres
Restaurant;Restaurant;EURL DEMAILLY;80 ROUTE DE PARIS;80480;Dury;Satisfaisant;49.847368, 2.272049;82955931900019;2019-03-27T01:00:00+01:00;18-097005-1;;Autres
Restaurant;Restaurant;LES COCOTTES D'ANGELE;171 AV JULES GUESDE;33110;Le Bouscat;Satisfaisant;44.865771, -0.57687;79973911500019;2018-09-28T02:00:00+02:00;18-013110-1;;Autres
Restaurant;Restaurant;M.N.A;16 RUE JESSE OWENS;93210;Saint-Denis;Satisfaisant;48.925186, 2.364476;83468384900014;2019-04-27T02:00:00+02:00;19-042677-1;;Autres
Restaurant;Restaurant;GAEC DU RANCH;65, Grande Rue;25320;Vorges-les-Pins;Satisfaisant;47.160507, 5.931914;39963302300011;2019-07-22T02:00:00+02:00;19-068605-1;;Autres
Restaurant;Restaurant;L'ETABLE;Pont de Valentine;31800;Saint-Gaudens;Satisfaisant;43.09813, 0.706757;49973037200012;2019-03-06T01:00:00+01:00;19-022948-1;;Autres
Restaurant;Restaurant;LE 116 VERDUN S.O.A;116 AV DE VERDUN;95310;Saint-Ouen-l'Aumône;Satisfaisant;49.03815, 2.104095;82532491600014;2019-07-02T02:00:00+02:00;19-040849-1;;Autres
Restaurant;Restaurant;LE SCOOP;2 RUE JEAN MONNET;22120;Yffiniac;Très satisfaisant;48.482334, -2.645929;80464121500012;2019-01-15T01:00:00+01:00;19-002026-1;;Autres
Restaurant;Restaurant;COURTEPAILLE;COURTEPAILLE;47520;Le Passage;Très satisfaisant;44.192037, 0.60243;30583603302075;2018-10-16T02:00:00+02:00;18-006817-1;;Autres
Restaurant;Restaurant;GASTRONEF;Rue des Chasseurs;34070;Montpellier;Satisfaisant;43.600093, 3.859453;49776123900035;2019-06-19T02:00:00+02:00;19-018293-1;;Autres
Restaurant;Restaurant;A B C PIZZA (SARL);30 AVENUE DU MAL LYAUTEY;94059;Créteil;Satisfaisant;;49909220300011;2018-11-13T01:00:00+01:00;18-084311-1;;Autres
Restaurant;Restaurant;DJABER AHMED;67 avenue André Bonnin;35135;Chantepie;Satisfaisant;48.088537, -1.619392;80096978400019;2019-07-19T02:00:00+02:00;19-066582-1;;Autres
Restaurant;Restaurant;AL CAPONE PIZZERIA ROSTICCERIA;10 RUE THEODORE DECK;68500;Guebwiller;Satisfaisant;47.901665, 7.216029;84066326400017;2018-09-18T02:00:00+02:00;18-070390-1;;Autres
Restaurant;Restaurant;LE PETIT MONCEAU;93 RUE DE MONCEAU;75008;Paris 8e  Arrondissement;Satisfaisant;48.880528, 2.31636;49132268100033;2019-05-17T02:00:00+02:00;19-045099-1;;Autres
Restaurant;Restaurant;BRASSERIE RESTAURANT L'AMIRAL;27 RUE CDT LUCE CASABIANCA;20200;Bastia;Satisfaisant;42.705839, 9.453049;84140011200014;2019-06-19T02:00:00+02:00;19-055157-1;;Autres
Restaurant;Restaurant;LE P'TIT COMPTOIR BRETON;AV D'ESPAGNE CC PORTE ESPAGNE;66000;Perpignan;Très satisfaisant;42.668824, 2.883261;83051532600023;2018-11-05T01:00:00+01:00;18-013818-1;;Autres
Restaurant;Restaurant;LE PETIT CAMBODGE;;18000;Bourges;Satisfaisant;47.08277, 2.395012;53074356600016;2019-04-18T02:00:00+02:00;19-037154-1;;Autres
Restaurant;Restaurant;MERCI;111 BOULEVARD BEAUMARCHAIS;75003;Paris 3e  Arrondissement;Satisfaisant;48.860789, 2.367031;52753574400017;2019-04-10T02:00:00+02:00;19-035660-1;;Autres
Restaurant;Restaurant;EPOCA;1 RUE ROUSSELET;75007;Paris 7e  Arrondissement;Satisfaisant;48.850046, 2.317846;44047866700015;2019-04-30T02:00:00+02:00;19-040649-1;;Autres
Restaurant;Restaurant;SAINT SATURNIN CLASSIC BRITISH WELCOME;RUE DE L EGLISE;72650;Saint-Saturnin;A améliorer;48.059274, 0.152647;50852047500015;2019-06-14T02:00:00+02:00;19-056803-1;;Autres
Restaurant;Restaurant;TIMZWA;288 RUE DES PYRENEES;75020;Paris 20e  Arrondissement;Satisfaisant;48.870788, 2.393626;40075017000013;2019-02-27T01:00:00+01:00;19-026028-1;;Autres
Restaurant;Restaurant;STEAK'N SHAKE;64 RUE THEOPHRASTE RENAUDOT;56000;Vannes;Satisfaisant;47.660415, -2.79013;82513715100023;2018-11-13T01:00:00+01:00;18-004585-1;;Autres
Restaurant;Restaurant;AUX BERGES DE THIL;LIEU DIT LE BOURG;71190;Thil-sur-Arroux;Très satisfaisant;46.801596, 4.093943;83442881500015;2019-03-29T01:00:00+01:00;19-031656-1;;Autres
Restaurant;Restaurant;AVIATOR;2 PL SAINT ROCH;40000;Mont-de-Marsan;Satisfaisant;43.889214, -0.499435;81093223600021;2018-12-13T01:00:00+01:00;18-091258-1;;Autres
Restaurant;Restaurant;RESTAURANT DE LA GARE;;20236;Omessa;Satisfaisant;42.36931, 9.198928;51170447000059;2019-07-08T02:00:00+02:00;19-064086-1;;Autres
Restaurant;Restaurant;QUAI SUD;QUAI SUD;07700;Saint-Martin-d'Ardèche;Très satisfaisant;44.301099, 4.566558;78889533200021;2019-06-20T02:00:00+02:00;19-020669-1;;Autres
Restaurant;Restaurant;LE RENOUVEAU;58 RUE EMILE ZOLA;93120;La Courneuve;Satisfaisant;48.922957, 2.38831;80082261100011;2018-09-20T02:00:00+02:00;18-072474-1;;Autres
Restaurant;Restaurant;Mac donald's;RD 976  Rue de TOURS;41140;Noyers-sur-Cher;Satisfaisant;47.280933, 1.375908;53108087700024;2019-01-04T01:00:00+01:00;19-000425-1;;Autres
Restaurant;Restaurant;LE COSY;50 AVENUE DE SAINT MANDE;75012;Paris 12e  Arrondissement;Très satisfaisant;48.844735, 2.402566;81081300600022;2019-05-14T02:00:00+02:00;19-047418-1;;Autres
Restaurant;Restaurant;SARL TABLE 23;2 CHE DES VERTES PRAIRIES;44470;Carquefou;Satisfaisant;47.288526, -1.435043;83246897900014;2019-07-17T02:00:00+02:00;19-066122-1;;Autres
Restaurant;Restaurant;ORCHIDEE;25 BD DOMINIQUE PAOLI;20090;Ajaccio;A améliorer;41.92951, 8.737339;75254740600013;2019-03-22T01:00:00+01:00;19-031212-1;;Autres
Restaurant;Restaurant;O PHO;60 BOULEVARD DE SUISSE;31200;Toulouse;Satisfaisant;43.615694, 1.421569;79368836700028;2018-08-28T02:00:00+02:00;18-069486-1;;Autres
Restaurant;Restaurant;REN YINMEI - LE GOUT DE L'ORIENT;77 RUE ORDENER;75018;Paris 18e  Arrondissement;Satisfaisant;48.89158, 2.348919;45173355400013;2019-04-02T02:00:00+02:00;19-039188-1;;Autres
Restaurant;Restaurant;CHEZ GERMAIN;33 RUE SAINT ANDRE DES ARTS;75006;Paris 6e  Arrondissement;Très satisfaisant;48.853302, 2.341769;40210765000010;2019-01-28T01:00:00+01:00;19-005634-1;;Autres
Restaurant;Restaurant;SARL ISTANBUL 59;155 RUE DE PARIS;59500;Douai;Satisfaisant;50.36628, 3.081178;84034890800012;2019-06-18T02:00:00+02:00;19-055255-1;;Autres
Restaurant;Restaurant;LA BOUCHERIE;RUE BRANLY;42300;Mably;A améliorer;46.063852, 4.052316;52263495500028;2019-06-20T02:00:00+02:00;19-056257-1;;Autres
Restaurant;Restaurant;RESTAURANT DU VIEUX PASSAGE;RESTAURANT DU VIEUX PASSAGE;56680;Plouhinec;Satisfaisant;47.674393, -3.211695;52799144200015;2019-06-20T02:00:00+02:00;19-000914-1;;Autres
Restaurant;Restaurant;BRICKTOP CANAL;153 QUAI DE VALMY;75010;Paris 10e  Arrondissement;Satisfaisant;48.877993, 2.365555;82203913700028;2018-10-29T01:00:00+01:00;18-081574-1;;Autres
Restaurant;Restaurant;BISTROT D'ANDRE;77 RUE LEBLANC;75015;Paris 15e  Arrondissement;Satisfaisant;48.837273, 2.277028;50499543200011;2019-06-25T02:00:00+02:00;19-062061-1;;Autres
Restaurant;Restaurant;WINDERSTHIN LINDA;LA GUILLAUMIE;24660;Sanilhac;Très satisfaisant;45.097238, 0.791142;79422120000023;2019-07-10T02:00:00+02:00;19-069833-1;;Autres
Restaurant;Restaurant;SARL SHAO GIVORS;RUE DU COMMERCE;69700;Givors;Satisfaisant;45.582703, 4.746087;82388144600012;2018-11-07T01:00:00+01:00;18-085372-1;;Autres
